sender,lat_sender,lon_sender,no_wagons,receiver,lat_receiver,lon_receiver
станція АРЦИЗ,45.9968241,29.4199425,7236,станція КСЕНІЄВЕ (ЕКСП.),46.36337,30.62144
станція АРЦИЗ,45.9968241,29.4199425,7236,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція АРЦИЗ,45.9968241,29.4199425,7236,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,46.322273,30.629317
станція БАЛИН,48.90661,26.6346,12950,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція БАЛИН,48.90661,26.6346,12950,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,46.322273,30.629317
станція БАЛІВКА,48.592971,34.84023,8377,станція ЖОВТНЕВА  (ЕКСП.),46.834899,31.967136
станція БАЛІВКА,48.592971,34.84023,8377,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція БАЛІВКА,48.592971,34.84023,8377,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція БІЛОВОДИ,51.1722401,34.9760976,10939,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція БІЛОВОДИ,51.1722401,34.9760976,10939,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція БІЛОВОДИ,51.1722401,34.9760976,10939,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція БІЛОВОДИ,51.1722401,34.9760976,10939,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,46.322273,30.629317
станція БОБРОВИЦЯ,50.763995,31.3713796,10950,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція БОБРОВИЦЯ,50.763995,31.3713796,10950,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція БОБРОВИЦЯ,50.763995,31.3713796,10950,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,46.322273,30.629317
станція ВЕСЕЛИЙ КУТ,47.1060754,29.9920901,8647,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,46.322273,30.629317
станція ВІННИЦЯ,49.239428,28.5106651,8510,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція ВІННИЦЯ,49.239428,28.5106651,8510,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція ВІННИЦЯ,49.239428,28.5106651,8510,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,46.322273,30.629317
станція ГАДЯЧ ІМ. СЕРГІЄНКА МИКОЛИ ІВАНОВИЧА,50.3678365,33.9796724,14324,станція ЖОВТНЕВА  (ЕКСП.),46.834899,31.967136
станція ГАДЯЧ ІМ. СЕРГІЄНКА МИКОЛИ ІВАНОВИЧА,50.3678365,33.9796724,14324,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція ГАДЯЧ ІМ. СЕРГІЄНКА МИКОЛИ ІВАНОВИЧА,50.3678365,33.9796724,14324,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція ГАДЯЧ ІМ. СЕРГІЄНКА МИКОЛИ ІВАНОВИЧА,50.3678365,33.9796724,14324,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція ГЛОБИНЕ,49.399085,33.2271859,11755,станція ЖОВТНЕВА  (ЕКСП.),46.834899,31.967136
станція ГЛОБИНЕ,49.399085,33.2271859,11755,станція МИКОЛАЇВ-ВАНТАЖНИЙ,46.9576791,31.9758924
станція ГЛОБИНЕ,49.399085,33.2271859,11755,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція ГЛОБИНЕ,49.399085,33.2271859,11755,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,46.322273,30.629317
станція ДОЛИНСЬКА,48.1153645,32.7604175,10693,станція ЖОВТНЕВА  (ЕКСП.),46.834899,31.967136
станція ДОЛИНСЬКА,48.1153645,32.7604175,10693,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція ДОЛИНСЬКА,48.1153645,32.7604175,10693,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція ДУБНО,50.3867622,25.7527362,11383,станція КСЕНІЄВЕ (ЕКСП.),46.36337,30.62144
станція ДУБНО,50.3867622,25.7527362,11383,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція ДУБНО,50.3867622,25.7527362,11383,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція ЖМЕРИНКА,49.0346627,28.1115142,9278,станція КСЕНІЄВЕ (ЕКСП.),46.36337,30.62144
станція ЖМЕРИНКА,49.0346627,28.1115142,9278,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція ЖМЕРИНКА,49.0346627,28.1115142,9278,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція ЖМЕРИНКА,49.0346627,28.1115142,9278,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,46.322273,30.629317
станція ЗНАМ’ЯНКА,48.71067,32.6898635,7172,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція ЗНАМ’ЯНКА,48.71067,32.6898635,7172,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція ІЧНЯ,50.8423681,32.4079752,12986,станція ЖОВТНЕВА  (ЕКСП.),46.834899,31.967136
станція ІЧНЯ,50.8423681,32.4079752,12986,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція ІЧНЯ,50.8423681,32.4079752,12986,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція КОРСУНЬ,49.4300146,31.3117628,7427,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція КОРСУНЬ,49.4300146,31.3117628,7427,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція КОРСУНЬ,49.4300146,31.3117628,7427,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція КРАСНЕ,49.9172135,24.6159582,6749,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція КРАСНЕ,49.9172135,24.6159582,6749,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція КРАСНЕ,49.9172135,24.6159582,6749,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,46.322273,30.629317
станція КРЕМЕНЧУК,49.0678972,33.4277227,7192,станція МИКОЛАЇВ-ВАНТАЖНИЙ,46.9576791,31.9758924
станція КРОЛЕВЕЦЬ,51.5513099,33.3628093,16058,станція ЖОВТНЕВА  (ЕКСП.),46.834899,31.967136
станція КРОЛЕВЕЦЬ,51.5513099,33.3628093,16058,станція КСЕНІЄВЕ (ЕКСП.),46.36337,30.62144
станція КРОЛЕВЕЦЬ,51.5513099,33.3628093,16058,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція КРОЛЕВЕЦЬ,51.5513099,33.3628093,16058,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція КРОЛЕВЕЦЬ,51.5513099,33.3628093,16058,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція ЛИХАЧОВЕ,49.3823544,36.2086193,8643,станція ЖОВТНЕВА  (ЕКСП.),46.834899,31.967136
станція ЛИХАЧОВЕ,49.3823544,36.2086193,8643,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція ЛИХАЧОВЕ,49.3823544,36.2086193,8643,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція МИРГОРОД,49.9496173,33.6299724,16376,станція ЖОВТНЕВА  (ЕКСП.),46.834899,31.967136
станція МИРГОРОД,49.9496173,33.6299724,16376,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція МИРГОРОД,49.9496173,33.6299724,16376,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція МИРГОРОД,49.9496173,33.6299724,16376,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція МИРГОРОД,49.9496173,33.6299724,16376,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,46.322273,30.629317
станція НОВІ САНЖАРИ,49.3279388,34.4040708,6898,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція ПОДІЛЬСЬК,47.748235,29.5294171,11700,станція КСЕНІЄВЕ (ЕКСП.),46.36337,30.62144
станція ПОДІЛЬСЬК,47.748235,29.5294171,11700,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція ПОДІЛЬСЬК,47.748235,29.5294171,11700,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція ПОПІЛЬНЯ,49.9443357,29.4597706,14804,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція ПОПІЛЬНЯ,49.9443357,29.4597706,14804,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),46.82775,30.76
станція ПОПІЛЬНЯ,49.9443357,29.4597706,14804,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція ПОПІЛЬНЯ,49.9443357,29.4597706,14804,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,46.322273,30.629317
станція ПРИЛУКИ,50.5820914,32.3843273,22711,станція ЖОВТНЕВА  (ЕКСП.),46.834899,31.967136
станція ПРИЛУКИ,50.5820914,32.3843273,22711,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція ПРИЛУКИ,50.5820914,32.3843273,22711,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція ПРИЛУКИ,50.5820914,32.3843273,22711,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція САРАТА,46.0159204,29.6789749,11690,станція КСЕНІЄВЕ (ЕКСП.),46.36337,30.62144
станція САРАТА,46.0159204,29.6789749,11690,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція САРАТА,46.0159204,29.6789749,11690,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція СВАТОВЕ,49.40891,38.1644926,18456,станція КРЕМЕНЧУК,49.0678972,33.4277227
станція СВАТОВЕ,49.40891,38.1644926,18456,станція МИКОЛАЇВ-ВАНТАЖНИЙ,46.9576791,31.9758924
станція СВАТОВЕ,49.40891,38.1644926,18456,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція СВАТОВЕ,49.40891,38.1644926,18456,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,46.322273,30.629317
станція СКОРОХОДОВЕ,49.7793055,35.073158,11215,станція МИКОЛАЇВ-ВАНТАЖНИЙ,46.9576791,31.9758924
станція СКОРОХОДОВЕ,49.7793055,35.073158,11215,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція СТАРОКОСТЯНТИНІВ II,49.733726,27.2788967,7391,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,46.322273,30.629317
станція СУЛА,50.3987138,33.3989524,15717,станція ЖОВТНЕВА  (ЕКСП.),46.834899,31.967136
станція СУЛА,50.3987138,33.3989524,15717,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція СУЛА,50.3987138,33.3989524,15717,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція СУЛА,50.3987138,33.3989524,15717,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція СУЛА,50.3987138,33.3989524,15717,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,46.322273,30.629317
станція ТОРОПИЛІВКА,50.942266,34.670085,14666,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція ТОРОПИЛІВКА,50.942266,34.670085,14666,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція ТОРОПИЛІВКА,50.942266,34.670085,14666,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція ХМІЛЬНИК,49.5589169,27.9843265,15745,станція ЖОВТНЕВА  (ЕКСП.),46.834899,31.967136
станція ХМІЛЬНИК,49.5589169,27.9843265,15745,станція КСЕНІЄВЕ (ЕКСП.),46.36337,30.62144
станція ХМІЛЬНИК,49.5589169,27.9843265,15745,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція ХМІЛЬНИК,49.5589169,27.9843265,15745,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція ХМІЛЬНИК,49.5589169,27.9843265,15745,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,46.322273,30.629317
станція ХРИСТИНІВКА,48.8152048,29.9726289,15932,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),46.9575,31.975556
станція ХРИСТИНІВКА,48.8152048,29.9726289,15932,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
станція ХРИСТИНІВКА,48.8152048,29.9726289,15932,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),46.82775,30.76
станція ХРИСТИНІВКА,48.8152048,29.9726289,15932,станція ЧОРНОМОРСЬК-ПОРТ,46.32227,30.62932
станція ХРИСТИНІВКА,48.8152048,29.9726289,15932,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,46.322273,30.629317
станція ЯРОШЕНКА,48.9018793,28.2678126,8820,станція КСЕНІЄВЕ (ЕКСП.),46.36337,30.62144
станція ЯРОШЕНКА,48.9018793,28.2678126,8820,станція ОДЕСА-ПОРТ  (ЕКСП.),46.485545,30.748833
